Stock Name,investor,Action,bulk_deal_date,bulk_deal_value,Quantity,Avg Price,Quantity Held,holding_average_price,profit_loss,Holder Name,holdings_change
Cyient Ltd.,vanguard-fund,Bought,2021-03-19,101.41616797799999,1536306,660.13,2328582.0,1832.7892253740688,-1172.6592253740687,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,0.01
EPL Ltd.,vanguard-fund,Bought,2021-03-19,62.010088585000005,2936779,211.15,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
Eris Lifesciences Ltd.,vanguard-fund,Bought,2021-03-19,57.531908818999995,994897,578.27,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
Firstsource Solutions Ltd.,vanguard-fund,Bought,2021-03-19,65.449658199,5870451,111.49,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
Honeywell Automation India Ltd.,vanguard-fund,Bought,2021-03-19,303.600041906,70589,43009.54,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
IIFL Finance Ltd.,vanguard-fund,Bought,2021-03-19,187.38261371099998,6208217,301.83,3915330.0,603.2952522520452,-301.4652522520452,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,-1.01
IndiaMART InterMESH Ltd.,vanguard-fund,Bought,2021-03-19,149.943601001,184193,8140.57,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
Indian Energy Exchange Ltd.,vanguard-fund,Bought,2021-03-19,114.68224375,3093250,370.75,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
Intellect Design Arena Ltd.,vanguard-fund,Bought,2021-03-19,102.27943652799999,1528201,669.28,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
Lakshmi Machine Works Ltd.,vanguard-fund,Bought,2021-03-19,70.94463938999999,101831,6966.9,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
Narayana Hrudayalaya Ltd.,vanguard-fund,Bought,2021-03-19,56.662829636,1470158,385.42,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
Ratnamani Metals & Tubes Ltd.,vanguard-fund,Bought,2021-03-19,63.188544863,334361,1889.83,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
Sonata Software Ltd.,vanguard-fund,Bought,2021-03-19,62.396767143999995,1324744,471.01,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
Tanla Platforms Ltd.,vanguard-fund,Bought,2021-03-19,98.08409454000001,1112115,881.96,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
Tata Chemicals Ltd.,vanguard-fund,Bought,2021-03-19,397.00152603000004,5321023,746.1,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
Vaibhav Global Ltd.,vanguard-fund,Bought,2021-03-19,95.11126028700001,242499,3922.13,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
Westlife Foodworld Ltd.,vanguard-fund,Bought,2021-03-19,78.941161604,1676852,470.77,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
Zensar Technologies Ltd.,vanguard-fund,Bought,2021-03-19,63.121567508000005,2137468,295.31,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
Zydus Wellness Ltd.,vanguard-fund,Bought,2021-03-19,73.29968976,393492,1862.8,,,,THE VANGUARD GROUP INC A/C VANGUARD EMERG. MKTS STOCK INDEXFD A SERIES OF V I E I F,
Fortis Healthcare Ltd.,jhunjhunwala,Bought,2021-03-18,158.799,8600000,184.65,35152108.0,365.1985821163272,-180.5485821163272,JHUNJHUNWALA RAKESH,0.2
Fortis Healthcare Ltd.,jhunjhunwala,Bought,2021-03-18,158.799,8600000,184.65,35152108.0,365.1985821163272,-180.5485821163272,JHUNJHUNWALA RAKESH,0.2
Fortis Healthcare Ltd.,jhunjhunwala,Sold,2021-03-18,158.799,8600000,184.65,35152108.0,365.1985821163272,-180.5485821163272,RARE ENTERPRISES,0.2
Fortis Healthcare Ltd.,jhunjhunwala,Sold,2021-03-18,158.799,8600000,184.65,35152108.0,365.1985821163272,-180.5485821163272,RARE ENTERPRISES,0.2
Tiaan Consumer Ltd.,ashok-kumar-jain,Bought,2021-03-18,0.1313537,35501,37.0,,,,ASHOK DILIPKUMAR JAIN,
Fortis Healthcare Ltd.,jhunjhunwala,Bought,2021-03-17,27.139,1400000,193.85,35152108.0,365.1985821163272,-171.3485821163272,RAKESH RADHEYSHYAM JHUNJHUNWALA,0.2
Fortis Healthcare Ltd.,jhunjhunwala,Sold,2021-03-17,27.139,1400000,193.85,35152108.0,365.1985821163272,-171.3485821163272,RARE ENTERPRISES,0.2
VST Industries Ltd.,rk_damani,Bought,2021-03-15,225.225,650000,3465.0,4741720.0,3278.051002589777,186.948997410223,DERIVE TRADING PRIVATE LIMITED,0.0
VST Industries Ltd.,rk_damani,Bought,2021-03-15,225.225,650000,3465.0,4741720.0,3278.051002589777,186.948997410223,DERIVE TRADING PRIVATE LIMITED,0.0
VST Industries Ltd.,rk_damani,Sold,2021-03-15,225.225,650000,3465.0,4741720.0,3278.051002589777,186.948997410223,RADHAKISHAN SHIVKISHAN DAMANI,0.0
VST Industries Ltd.,rk_damani,Sold,2021-03-15,225.225,650000,3465.0,4741720.0,3278.051002589777,186.948997410223,RADHAKISHAN SHIVKISHAN DAMANI,0.0
Ganesh Holding Ltd.,ashok-kumar-jain,Sold,2021-03-08,0.01236345,8850,13.97,,,,SHASHI ASHOKKUMAR JAIN,
Adani Green Energy Ltd.,vanguard-fund,Sold,2021-03-04,14.99149821,128561,1166.1,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Adani Ports & Special Economic Zone Ltd.,vanguard-fund,Sold,2021-03-04,17.93761866,247279,725.4,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Asian Paints Ltd.,vanguard-fund,Sold,2021-03-04,26.867406075,112569,2386.75,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Avenue Supermarts Ltd.,vanguard-fund,Sold,2021-03-04,15.3783,48820,3150.0,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Axis Bank Ltd.,vanguard-fund,Sold,2021-03-04,52.37883742,701941,746.2,31242063.0,999.050542853076,-252.85054285307592,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,0.0
Bajaj Finance Ltd.,vanguard-fund,Sold,2021-03-04,35.5832631,64820,5489.55,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Bharti Airtel Ltd.,vanguard-fund,Sold,2021-03-04,28.518380240000003,525007,543.2,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Dr. Reddy's Laboratories Ltd.,vanguard-fund,Sold,2021-03-04,13.388029125,29859,4483.75,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Grasim Industries Ltd.,vanguard-fund,Sold,2021-03-04,15.1746312,116085,1307.2,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
HCL Technologies Ltd.,vanguard-fund,Sold,2021-03-04,32.083979830000004,334801,958.3,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
HDFC Life Insurance Company Ltd.,vanguard-fund,Sold,2021-03-04,13.83351764,190952,724.45,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Hindustan Unilever Ltd.,vanguard-fund,Sold,2021-03-04,60.477681135000005,277287,2181.05,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Housing Development Finance Corporation Ltd.,vanguard-fund,Sold,2021-03-04,142.81977515,543010,2630.15,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
ICICI Bank Ltd.,vanguard-fund,Sold,2021-03-04,30.365573209999997,485422,625.55,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
ITC Ltd.,vanguard-fund,Sold,2021-03-04,18.5025072,886560,208.7,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Infosys Ltd.,vanguard-fund,Sold,2021-03-04,150.99421963999998,1127159,1339.6,95132558.0,1449.2504238138956,-109.65042381389571,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,-0.02
Larsen & Toubro Ltd.,vanguard-fund,Sold,2021-03-04,23.45898286,158218,1482.7,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Mahindra & Mahindra Ltd.,vanguard-fund,Sold,2021-03-04,19.07850373,226129,843.7,25483092.0,1545.8485179114057,-702.1485179114056,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,0.01
Maruti Suzuki India Ltd.,vanguard-fund,Sold,2021-03-04,26.969042360000003,38156,7068.1,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Nestle India Ltd.,vanguard-fund,Sold,2021-03-04,14.692850445,8827,16645.35,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Power Grid Corporation of India Ltd.,vanguard-fund,Sold,2021-03-04,15.5197301,686410,226.1,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Reliance Industries Ltd.,vanguard-fund,Sold,2021-03-04,214.202148,978092,2190.0,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
State Bank of India,vanguard-fund,Sold,2021-03-04,23.4064903,583703,401.0,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Sun Pharmaceutical Industries Ltd.,vanguard-fund,Sold,2021-03-04,22.10519689,356363,620.3,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Tata Consultancy Services Ltd.,vanguard-fund,Sold,2021-03-04,92.7978065,304955,3043.0,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Tata Motors Ltd.,vanguard-fund,Sold,2021-03-04,17.90471351,518902,345.05,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Tech Mahindra Ltd.,vanguard-fund,Sold,2021-03-04,14.97724144,154532,969.2,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Titan Company Ltd.,vanguard-fund,Sold,2021-03-04,15.425846445000001,105393,1463.65,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
UltraTech Cement Ltd.,vanguard-fund,Sold,2021-03-04,24.21292386,37524,6452.65,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Wipro Ltd.,vanguard-fund,Sold,2021-03-04,17.128607895000002,396909,431.55,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Ion Exchange (India) Ltd.,jhunjhunwala,Sold,2021-03-02,18.17064963,150770,1205.19,,,,RAKESH RADHEYSHYAM JHUNJHUNWALA,
Adani Green Energy Ltd.,vanguard-fund,Sold,2021-02-25,16.2173156,138373,1172.0,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Adani Ports & Special Economic Zone Ltd.,vanguard-fund,Sold,2021-02-25,18.070878920000002,271192,666.35,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Apollo Hospitals Enterprise Ltd.,vanguard-fund,Sold,2021-02-25,10.445924735,34093,3063.95,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Asian Paints Ltd.,vanguard-fund,Sold,2021-02-25,30.656750459999998,129918,2359.7,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Avenue Supermarts Ltd.,vanguard-fund,Sold,2021-02-25,16.63518714,52921,3143.4,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Axis Bank Ltd.,vanguard-fund,Sold,2021-02-25,60.912451104999995,810491,751.55,31242063.0,999.050542853076,-247.500542853076,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,0.0
Bajaj Auto Ltd.,vanguard-fund,Sold,2021-02-25,11.180350025,28405,3936.05,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Bajaj Finance Ltd.,vanguard-fund,Sold,2021-02-25,40.876239645,73341,5573.45,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Bajaj Finserv Ltd.,vanguard-fund,Sold,2021-02-25,13.877921859999999,13574,10223.9,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Bharat Petroleum Corporation Ltd.,vanguard-fund,Sold,2021-02-25,15.9888342,363796,439.5,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Bharti Airtel Ltd.,vanguard-fund,Sold,2021-02-25,35.46360972000001,618156,573.7,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Britannia Industries Ltd.,vanguard-fund,Sold,2021-02-25,10.779057705,31593,3411.85,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Cipla Ltd.,vanguard-fund,Sold,2021-02-25,11.322522569999999,143314,790.05,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Divi's Laboratories Ltd.,vanguard-fund,Sold,2021-02-25,12.557518640000001,36016,3486.65,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Dr. Reddy's Laboratories Ltd.,vanguard-fund,Sold,2021-02-25,15.723580259999999,35447,4435.8,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Eicher Motors Ltd.,vanguard-fund,Sold,2021-02-25,12.278405509999999,48286,2542.85,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Grasim Industries Ltd.,vanguard-fund,Sold,2021-02-25,15.86948334,126748,1252.05,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
HCL Technologies Ltd.,vanguard-fund,Sold,2021-02-25,35.31375792,385248,916.65,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
HDFC Life Insurance Company Ltd.,vanguard-fund,Sold,2021-02-25,16.428712695,228351,719.45,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Hero MotoCorp Ltd.,vanguard-fund,Sold,2021-02-25,14.056191175,40781,3446.75,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Hindalco Industries Ltd.,vanguard-fund,Sold,2021-02-25,13.656427525,407959,334.75,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Hindustan Unilever Ltd.,vanguard-fund,Sold,2021-02-25,68.65790394,314627,2182.2,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Housing Development Finance Corporation Ltd.,vanguard-fund,Sold,2021-02-25,167.16216267000001,617598,2706.65,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
ICICI Bank Ltd.,vanguard-fund,Sold,2021-02-25,35.274925530000004,553202,637.65,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
ICICI Lombard General Insurance Company Ltd.,vanguard-fund,Sold,2021-02-25,10.43773414,70172,1487.45,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
ITC Ltd.,vanguard-fund,Sold,2021-02-25,21.64017583,1033931,209.3,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Info Edge (India) Ltd.,vanguard-fund,Sold,2021-02-25,12.189803119999999,24656,4943.95,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Infosys Ltd.,vanguard-fund,Sold,2021-02-25,163.44329568,1280101,1276.8,95132558.0,1449.2504238138956,-172.45042381389567,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,-0.02
JSW Steel Ltd.,vanguard-fund,Sold,2021-02-25,14.610438375,356135,410.25,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Larsen & Toubro Ltd.,vanguard-fund,Sold,2021-02-25,27.990275684999997,182937,1530.05,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Mahindra & Mahindra Ltd.,vanguard-fund,Sold,2021-02-25,22.820233079999998,267906,851.8,25483092.0,1545.8485179114057,-694.0485179114057,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,0.01
Maruti Suzuki India Ltd.,vanguard-fund,Sold,2021-02-25,31.50946953,45242,6964.65,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
NTPC Ltd.,vanguard-fund,Sold,2021-02-25,12.853881480000002,1243122,103.4,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Nestle India Ltd.,vanguard-fund,Sold,2021-02-25,17.066142,10425,16370.4,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Oil And Natural Gas Corporation Ltd.,vanguard-fund,Sold,2021-02-25,12.180847935,1068027,114.05,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Power Grid Corporation of India Ltd.,vanguard-fund,Sold,2021-02-25,16.6819095,747900,223.05,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Reliance Industries Ltd.,vanguard-fund,Sold,2021-02-25,229.03165815999998,1108468,2066.2,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
SBI Life Insurance Company Ltd.,vanguard-fund,Sold,2021-02-25,11.10165433,127174,872.95,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Shree Cements Ltd.,vanguard-fund,Sold,2021-02-25,10.90554476,3956,27567.1,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
State Bank of India,vanguard-fund,Sold,2021-02-25,25.947974475,637151,407.25,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Sun Pharmaceutical Industries Ltd.,vanguard-fund,Sold,2021-02-25,22.97926344,381272,602.7,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Tata Consultancy Services Ltd.,vanguard-fund,Sold,2021-02-25,102.49971331,347657,2948.3,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Tata Motors Ltd.,vanguard-fund,Sold,2021-02-25,18.00023845,559883,321.5,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Tata Steel Ltd.,vanguard-fund,Sold,2021-02-25,13.157939905,179741,732.05,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Tech Mahindra Ltd.,vanguard-fund,Sold,2021-02-25,18.23794278,189939,960.2,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Titan Company Ltd.,vanguard-fund,Sold,2021-02-25,18.587548995,127789,1454.55,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
UPL Ltd.,vanguard-fund,Sold,2021-02-25,10.864896165,195711,555.15,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
UltraTech Cement Ltd.,vanguard-fund,Sold,2021-02-25,26.2300968,40806,6428.0,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Vedanta Ltd.,vanguard-fund,Sold,2021-02-25,11.72295852,570738,205.4,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Wipro Ltd.,vanguard-fund,Sold,2021-02-25,19.748955225,467265,422.65,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Garware Hi-Tech Films Ltd.,ashish-kacholia,Bought,2021-02-12,9.913336,148000,669.82,968322.0,1409.655052761375,-739.8350527613749,ASHISH RAMESHCHANDRA KACHOLIA,0.0
Adani Ports & Special Economic Zone Ltd.,vanguard-fund,Sold,2021-02-04,16.02786119,285982,560.45,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Asian Paints Ltd.,vanguard-fund,Sold,2021-02-04,34.42232388,140196,2455.3,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Axis Bank Ltd.,vanguard-fund,Sold,2021-02-04,62.21399964000001,848527,733.2,31242063.0,999.050542853076,-265.8505428530759,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,0.0
Bajaj Finance Ltd.,vanguard-fund,Sold,2021-02-04,41.03285144,78134,5251.6,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Bharti Airtel Ltd.,vanguard-fund,Sold,2021-02-04,39.297553035,645333,608.95,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Dr. Reddy's Laboratories Ltd.,vanguard-fund,Sold,2021-02-04,17.811920165,38389,4639.85,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
HCL Technologies Ltd.,vanguard-fund,Sold,2021-02-04,39.291202739999996,409326,959.9,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Hero MotoCorp Ltd.,vanguard-fund,Sold,2021-02-04,14.564978,43028,3385.0,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Hindustan Unilever Ltd.,vanguard-fund,Sold,2021-02-04,74.51482941,333646,2233.35,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Housing Development Finance Corporation Ltd.,vanguard-fund,Sold,2021-02-04,175.82559343,649414,2707.45,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
ICICI Bank Ltd.,vanguard-fund,Sold,2021-02-04,36.217586534999995,583167,621.05,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
ITC Ltd.,vanguard-fund,Sold,2021-02-04,24.04956103,1109809,216.7,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Infosys Ltd.,vanguard-fund,Sold,2021-02-04,173.9556056,1350587,1288.0,95132558.0,1449.2504238138956,-161.25042381389562,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,-0.02
JSW Steel Ltd.,vanguard-fund,Sold,2021-02-04,14.949318019999998,380003,393.4,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Larsen & Toubro Ltd.,vanguard-fund,Sold,2021-02-04,29.472798559999998,192532,1530.8,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Mahindra & Mahindra Ltd.,vanguard-fund,Sold,2021-02-04,23.66850174,283812,833.95,25483092.0,1545.8485179114057,-711.8985179114056,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,0.01
Maruti Suzuki India Ltd.,vanguard-fund,Sold,2021-02-04,36.194210775,47655,7595.05,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Nestle India Ltd.,vanguard-fund,Sold,2021-02-04,19.1460872,11147,17176.0,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Power Grid Corporation of India Ltd.,vanguard-fund,Sold,2021-02-04,16.27972168,787792,206.65,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Reliance Industries Ltd.,vanguard-fund,Sold,2021-02-04,225.28586296,1165111,1933.6,,,,VANGUARD TOTAL INTERNATIONAL STOCK INDEX FUND,
Affordable Robotic & Automation Ltd.,kedia,Bought,2021-01-29,1.0592448,137600,76.98,,,,VIJAY KISHANLAL KEDIA,
Cerebra Integrated Technologies Ltd.,dilipkumar-lakhi,Sold,2021-01-14,2.7247158,683400,39.87,,,,DILIPKUMAR VISHINDAS LAKHI,
Fortis Healthcare Ltd.,jhunjhunwala,Bought,2021-01-11,89.7,5000000,179.4,35152108.0,365.1985821163272,-185.7985821163272,RAKESH JHUNJHUNWALA,0.2
Fortis Healthcare Ltd.,jhunjhunwala,Bought,2021-01-11,89.7,5000000,179.4,35152108.0,365.1985821163272,-185.7985821163272,RAKESH JHUNJHUNWALA,0.2
Fortis Healthcare Ltd.,jhunjhunwala,Sold,2021-01-11,89.7,5000000,179.4,35152108.0,365.1985821163272,-185.7985821163272,RARE ENTERPRISES,0.2
Fortis Healthcare Ltd.,jhunjhunwala,Sold,2021-01-11,89.7,5000000,179.4,35152108.0,365.1985821163272,-185.7985821163272,RARE ENTERPRISES,0.2
Trent Ltd.,rk_damani,Sold,2020-11-27,201.87724549599997,2807516,719.06,5421131.0,2655.0548215861227,-1935.9948215861227,DERIVE TRADING & RESORTS PVT LTD,0.0
Tanla Platforms Ltd.,massachusetts,Bought,2020-11-25,51.64354999999999,985000,524.3,,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,
Tanla Platforms Ltd.,massachusetts,Bought,2020-11-25,51.64354999999999,985000,524.3,,,,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,
Indiabulls Real Estate Ltd.,jhunjhunwala,Bought,2020-11-12,28.865,5000000,57.73,,,,RARE ENTERPRISES,
Cochin Shipyard Ltd.,rk_damani,Bought,2020-10-22,24.252870444,694646,349.14,,,,DAMANI RADHAKISHAN,
Premier Explosives Ltd.,dilipkumar-lakhi,Bought,2020-10-08,0.9619659,84420,113.95,393622.0,1485.9433669866014,-1371.9933669866014,DILIPKUMAR VISHINDAS LAKHI,-6.2
Atam Valves Ltd.,ashok-kumar-jain,Bought,2020-10-06,0.184848,48000,38.51,,,,ASHOK JAIN HUF,
Goyal Associates Ltd.,ashok-kumar-jain,Sold,2020-10-01,0.024300000000000002,300000,0.81,,,,NAKUL ASHOK JAIN,
Goyal Associates Ltd.,ashok-kumar-jain,Sold,2020-09-28,0.03645,450000,0.81,,,,NAKUL ASHOK JAIN,
Goyal Associates Ltd.,ashok-kumar-jain,Sold,2020-09-21,0.02025,250000,0.81,,,,HANSA ASHOKKUMAR JAIN,
ADF Foods Ltd.,ashish-kacholia,Bought,2020-09-14,5.627174929,148871,377.99,,,,ASHISH RAMCHANDRA KACHOLIA,
Goyal Associates Ltd.,ashok-kumar-jain,Sold,2020-09-14,0.02025,250000,0.81,,,,HANSA ASHOKKUMAR JAIN,
Ace Men Engg Works Ltd.,ashok-kumar-jain,Bought,2020-09-10,0.0800409,41775,19.16,,,,ASHOK DILIPKUMAR JAIN,
Matrimony.com Ltd.,massachusetts,Bought,2020-08-25,72.8,1400000,520.0,1953000.0,540.757808499744,-20.757808499743987,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,0.0
NIIT Ltd.,massachusetts,Bought,2020-08-05,13.545,1400000,96.75,7741830.0,117.34951555381608,-20.599515553816076,MASSACHUSETTS INSTITUTE OF TECHNOLOGY,0.0
Greenlam Industries Ltd.,madhusudan-kela,Bought,2020-08-04,8.8979085,152101,585.0,,,,MADHURI MADHUSUDAN KELA,
Au Small Finance Bank Ltd.,reliance-group,Bought,2020-07-30,29.856,400000,746.4,,,,RELIANCE MUTUAL FUND,
Premier Explosives Ltd.,dilipkumar-lakhi,Bought,2020-07-09,0.8057411299999999,60719,132.7,393622.0,1485.9433669866014,-1353.2433669866014,DILIPKUMAR VISHINDAS LAKHI,-6.2
Tejas Networks Ltd.,kedia,Bought,2020-07-08,3.704033525,753925,49.13,3200000.0,821.8125,-772.6825,KEDIA SECURITIES PRIVATE LTD,-0.12
